behavior,n_frames,fraction,sex_group,split,mouse,record_key,annotator,file
other,23385,0.8558723419829448,Male_likely,test,009,Male_likely__test__mouse009,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_test_mouse009/Manual_Scoring_annotator2.csv
investigation,1972,0.0721736266149398,Male_likely,test,009,Male_likely__test__mouse009,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_test_mouse009/Manual_Scoring_annotator2.csv
attack,1909,0.06986787688028401,Male_likely,test,009,Male_likely__test__mouse009,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_test_mouse009/Manual_Scoring_annotator2.csv
mount,57,0.002086154521831424,Male_likely,test,009,Male_likely__test__mouse009,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_test_mouse009/Manual_Scoring_annotator2.csv
other,15473,0.7166411930897133,Male_likely,train,004,Male_likely__train__mouse004,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse004/Manual_Scoring_annotator2.csv
attack,3364,0.1558056597656431,Male_likely,train,004,Male_likely__train__mouse004,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse004/Manual_Scoring_annotator2.csv
investigation,2605,0.12065212357000601,Male_likely,train,004,Male_likely__train__mouse004,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse004/Manual_Scoring_annotator2.csv
mount,149,0.006901023574637581,Male_likely,train,004,Male_likely__train__mouse004,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse004/Manual_Scoring_annotator2.csv
other,20748,0.7562602515035538,Male_likely,train,007,Male_likely__train__mouse007,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse007/Manual_Scoring_annotator2.csv
investigation,4603,0.16777838527428468,Male_likely,train,007,Male_likely__train__mouse007,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse007/Manual_Scoring_annotator2.csv
attack,2054,0.07486786950975031,Male_likely,train,007,Male_likely__train__mouse007,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse007/Manual_Scoring_annotator2.csv
mount,30,0.0010934937124111536,Male_likely,train,007,Male_likely__train__mouse007,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse007/Manual_Scoring_annotator2.csv
other,11548,0.643880680234179,Male_likely,test,003,Male_likely__test__mouse003,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse003/Manual_Scoring_annotator3.csv
investigation,5750,0.3206021745190967,Male_likely,test,003,Male_likely__test__mouse003,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse003/Manual_Scoring_annotator3.csv
attack,637,0.03551714524672428,Male_likely,test,003,Male_likely__test__mouse003,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse003/Manual_Scoring_annotator3.csv
other,10548,0.5881237803178143,Male_likely,test,003,Male_likely__test__mouse003,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse003/Manual_Scoring_annotator4.csv
investigation,6763,0.37708391413437414,Male_likely,test,003,Male_likely__test__mouse003,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse003/Manual_Scoring_annotator4.csv
attack,624,0.03479230554781154,Male_likely,test,003,Male_likely__test__mouse003,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse003/Manual_Scoring_annotator4.csv
other,16096,0.796871132234269,Male_likely,test,009,Male_likely__test__mouse009,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse009/Manual_Scoring_annotator3.csv
attack,3424,0.16951334224466558,Male_likely,test,009,Male_likely__test__mouse009,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse009/Manual_Scoring_annotator3.csv
investigation,679,0.0336155255210654,Male_likely,test,009,Male_likely__test__mouse009,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse009/Manual_Scoring_annotator3.csv
other,15350,0.759938610822318,Male_likely,test,009,Male_likely__test__mouse009,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse009/Manual_Scoring_annotator4.csv
attack,4713,0.2333283825931977,Male_likely,test,009,Male_likely__test__mouse009,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse009/Manual_Scoring_annotator4.csv
investigation,136,0.006733006584484381,Male_likely,test,009,Male_likely__test__mouse009,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse009/Manual_Scoring_annotator4.csv
other,15506,0.8382981023949829,Male_likely,train,002,Male_likely__train__mouse002,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse002/Manual_Scoring_annotator3.csv
investigation,1515,0.0819051738119695,Male_likely,train,002,Male_likely__train__mouse002,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse002/Manual_Scoring_annotator3.csv
attack,1426,0.07709358274314754,Male_likely,train,002,Male_likely__train__mouse002,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse002/Manual_Scoring_annotator3.csv
mount,50,0.002703141049899984,Male_likely,train,002,Male_likely__train__mouse002,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse002/Manual_Scoring_annotator3.csv
other,15108,0.8167810996377791,Male_likely,train,002,Male_likely__train__mouse002,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse002/Manual_Scoring_annotator4.csv
attack,1985,0.10731469968102936,Male_likely,train,002,Male_likely__train__mouse002,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse002/Manual_Scoring_annotator4.csv
investigation,1404,0.07590420068119154,Male_likely,train,002,Male_likely__train__mouse002,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse002/Manual_Scoring_annotator4.csv
other,16493,0.850636959100521,Male_likely,train,004,Male_likely__train__mouse004,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse004/Manual_Scoring_annotator3.csv
attack,1989,0.10258393934705246,Male_likely,train,004,Male_likely__train__mouse004,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse004/Manual_Scoring_annotator3.csv
investigation,907,0.046779101552426636,Male_likely,train,004,Male_likely__train__mouse004,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse004/Manual_Scoring_annotator3.csv
other,16077,0.8291814946619217,Male_likely,train,004,Male_likely__train__mouse004,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse004/Manual_Scoring_annotator4.csv
attack,2714,0.13997627520759193,Male_likely,train,004,Male_likely__train__mouse004,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse004/Manual_Scoring_annotator4.csv
investigation,598,0.03084223013048636,Male_likely,train,004,Male_likely__train__mouse004,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse004/Manual_Scoring_annotator4.csv
other,13615,0.6822851415685292,Male_likely,train,006,Male_likely__train__mouse006,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse006/Manual_Scoring_annotator3.csv
attack,5276,0.264394888499123,Male_likely,train,006,Male_likely__train__mouse006,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse006/Manual_Scoring_annotator3.csv
investigation,1064,0.053319969932347784,Male_likely,train,006,Male_likely__train__mouse006,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse006/Manual_Scoring_annotator3.csv
other,11459,0.5742420446003508,Male_likely,train,006,Male_likely__train__mouse006,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse006/Manual_Scoring_annotator4.csv
attack,8185,0.41017288900025056,Male_likely,train,006,Male_likely__train__mouse006,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse006/Manual_Scoring_annotator4.csv
investigation,311,0.015585066399398648,Male_likely,train,006,Male_likely__train__mouse006,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse006/Manual_Scoring_annotator4.csv
other,10548,0.5881237803178143,Male_likely,test,003,Male_likely__test__mouse003,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_test_mouse003/Manual_Scoring_annotator4.csv
investigation,6763,0.37708391413437414,Male_likely,test,003,Male_likely__test__mouse003,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_test_mouse003/Manual_Scoring_annotator4.csv
attack,624,0.03479230554781154,Male_likely,test,003,Male_likely__test__mouse003,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_test_mouse003/Manual_Scoring_annotator4.csv
other,15350,0.759938610822318,Male_likely,test,009,Male_likely__test__mouse009,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_test_mouse009/Manual_Scoring_annotator4.csv
attack,4713,0.2333283825931977,Male_likely,test,009,Male_likely__test__mouse009,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_test_mouse009/Manual_Scoring_annotator4.csv
investigation,136,0.006733006584484381,Male_likely,test,009,Male_likely__test__mouse009,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_test_mouse009/Manual_Scoring_annotator4.csv
other,15108,0.8167810996377791,Male_likely,train,002,Male_likely__train__mouse002,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse002/Manual_Scoring_annotator4.csv
attack,1985,0.10731469968102936,Male_likely,train,002,Male_likely__train__mouse002,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse002/Manual_Scoring_annotator4.csv
investigation,1404,0.07590420068119154,Male_likely,train,002,Male_likely__train__mouse002,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse002/Manual_Scoring_annotator4.csv
other,16077,0.8291814946619217,Male_likely,train,004,Male_likely__train__mouse004,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse004/Manual_Scoring_annotator4.csv
attack,2714,0.13997627520759193,Male_likely,train,004,Male_likely__train__mouse004,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse004/Manual_Scoring_annotator4.csv
investigation,598,0.03084223013048636,Male_likely,train,004,Male_likely__train__mouse004,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse004/Manual_Scoring_annotator4.csv
other,11459,0.5742420446003508,Male_likely,train,006,Male_likely__train__mouse006,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse006/Manual_Scoring_annotator4.csv
attack,8185,0.41017288900025056,Male_likely,train,006,Male_likely__train__mouse006,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse006/Manual_Scoring_annotator4.csv
investigation,311,0.015585066399398648,Male_likely,train,006,Male_likely__train__mouse006,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse006/Manual_Scoring_annotator4.csv
other,15707,0.815016604400166,Male_likely,test,003,Male_likely__test__mouse003,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse003/Manual_Scoring_annotator5.csv
investigation,2899,0.15042548775425488,Male_likely,test,003,Male_likely__test__mouse003,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse003/Manual_Scoring_annotator5.csv
attack,666,0.03455790784557908,Male_likely,test,003,Male_likely__test__mouse003,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse003/Manual_Scoring_annotator5.csv
other,13117,0.7123384381448897,Male_likely,test,010,Male_likely__test__mouse010,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse010/Manual_Scoring_annotator5.csv
investigation,5005,0.27180406212664276,Male_likely,test,010,Male_likely__test__mouse010,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse010/Manual_Scoring_annotator5.csv
attack,292,0.01585749972846747,Male_likely,test,010,Male_likely__test__mouse010,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse010/Manual_Scoring_annotator5.csv
other,17109,0.9109738565571588,Male_likely,test,011,Male_likely__test__mouse011,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse011/Manual_Scoring_annotator5.csv
investigation,997,0.0530855651988712,Male_likely,test,011,Male_likely__test__mouse011,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse011/Manual_Scoring_annotator5.csv
attack,675,0.03594057824396997,Male_likely,test,011,Male_likely__test__mouse011,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse011/Manual_Scoring_annotator5.csv
other,14212,0.7834619625137818,Male_likely,test,012,Male_likely__test__mouse012,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse012/Manual_Scoring_annotator5.csv
investigation,3396,0.18721058434399118,Male_likely,test,012,Male_likely__test__mouse012,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse012/Manual_Scoring_annotator5.csv
attack,532,0.029327453142227122,Male_likely,test,012,Male_likely__test__mouse012,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse012/Manual_Scoring_annotator5.csv
other,15327,0.8494236311239193,Male_likely,test,014,Male_likely__test__mouse014,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse014/Manual_Scoring_annotator5.csv
investigation,1407,0.07797605852360896,Male_likely,test,014,Male_likely__test__mouse014,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse014/Manual_Scoring_annotator5.csv
attack,1310,0.07260031035247173,Male_likely,test,014,Male_likely__test__mouse014,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse014/Manual_Scoring_annotator5.csv
other,15585,0.8442121228535833,Male_likely,test,016,Male_likely__test__mouse016,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse016/Manual_Scoring_annotator5.csv
attack,2120,0.11483668273657982,Male_likely,test,016,Male_likely__test__mouse016,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse016/Manual_Scoring_annotator5.csv
investigation,756,0.04095119440983695,Male_likely,test,016,Male_likely__test__mouse016,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse016/Manual_Scoring_annotator5.csv
other,11004,0.6215895610913404,Male_likely,test,019,Male_likely__test__mouse019,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse019/Manual_Scoring_annotator5.csv
attack,3540,0.19996610743941703,Male_likely,test,019,Male_likely__test__mouse019,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse019/Manual_Scoring_annotator5.csv
investigation,3159,0.1784443314692425,Male_likely,test,019,Male_likely__test__mouse019,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse019/Manual_Scoring_annotator5.csv
other,15458,0.8611699164345404,Male_likely,test,022,Male_likely__test__mouse022,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse022/Manual_Scoring_annotator5.csv
attack,1325,0.07381615598885793,Male_likely,test,022,Male_likely__test__mouse022,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse022/Manual_Scoring_annotator5.csv
investigation,1167,0.06501392757660167,Male_likely,test,022,Male_likely__test__mouse022,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse022/Manual_Scoring_annotator5.csv
other,11699,0.6534658995699045,Male_likely,test,023,Male_likely__test__mouse023,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse023/Manual_Scoring_annotator5.csv
investigation,5826,0.32542032061665643,Male_likely,test,023,Male_likely__test__mouse023,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse023/Manual_Scoring_annotator5.csv
attack,378,0.02111377981343909,Male_likely,test,023,Male_likely__test__mouse023,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse023/Manual_Scoring_annotator5.csv
other,14328,0.7721491700797586,Male_likely,test,026,Male_likely__test__mouse026,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse026/Manual_Scoring_annotator5.csv
investigation,3762,0.20273765897822807,Male_likely,test,026,Male_likely__test__mouse026,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse026/Manual_Scoring_annotator5.csv
attack,466,0.025113170942013364,Male_likely,test,026,Male_likely__test__mouse026,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse026/Manual_Scoring_annotator5.csv
other,11816,0.6540462747702868,Male_likely,train,001,Male_likely__train__mouse001,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse001/Manual_Scoring_annotator5.csv
investigation,4815,0.2665227499169711,Male_likely,train,001,Male_likely__train__mouse001,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse001/Manual_Scoring_annotator5.csv
attack,1435,0.07943097531274217,Male_likely,train,001,Male_likely__train__mouse001,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse001/Manual_Scoring_annotator5.csv
other,14641,0.8018511419026234,Male_likely,train,007,Male_likely__train__mouse007,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse007/Manual_Scoring_annotator5.csv
investigation,2959,0.16205706774741224,Male_likely,train,007,Male_likely__train__mouse007,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse007/Manual_Scoring_annotator5.csv
attack,659,0.0360917903499644,Male_likely,train,007,Male_likely__train__mouse007,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse007/Manual_Scoring_annotator5.csv
other,13105,0.7311833956368912,Male_likely,train,008,Male_likely__train__mouse008,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse008/Manual_Scoring_annotator5.csv
investigation,4117,0.22970484851866316,Male_likely,train,008,Male_likely__train__mouse008,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse008/Manual_Scoring_annotator5.csv
attack,701,0.039111755844445685,Male_likely,train,008,Male_likely__train__mouse008,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse008/Manual_Scoring_annotator5.csv
investigation,18804,0.6935162646603231,Undetermined,test,005,Undetermined__test__mouse005,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_test_mouse005/Manual_Scoring_annotator2.csv
other,8310,0.30648373533967693,Undetermined,test,005,Undetermined__test__mouse005,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_test_mouse005/Manual_Scoring_annotator2.csv
other,22552,0.8487129309047118,Undetermined,test,010,Undetermined__test__mouse010,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_test_mouse010/Manual_Scoring_annotator2.csv
investigation,4020,0.15128706909528827,Undetermined,test,010,Undetermined__test__mouse010,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_test_mouse010/Manual_Scoring_annotator2.csv
other,12569,0.45993120608899296,Undetermined,train,001,Undetermined__train__mouse001,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_train_mouse001/Manual_Scoring_annotator2.csv
investigation,12406,0.45396662763466045,Undetermined,train,001,Undetermined__train__mouse001,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_train_mouse001/Manual_Scoring_annotator2.csv
attack,1735,0.06348799765807962,Undetermined,train,001,Undetermined__train__mouse001,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_train_mouse001/Manual_Scoring_annotator2.csv
mount,618,0.02261416861826698,Undetermined,train,001,Undetermined__train__mouse001,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_train_mouse001/Manual_Scoring_annotator2.csv
other,11971,0.673436093609361,Undetermined,test,004,Undetermined__test__mouse004,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse004/Manual_Scoring_annotator5.csv
investigation,5805,0.3265639063906391,Undetermined,test,004,Undetermined__test__mouse004,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse004/Manual_Scoring_annotator5.csv
other,12375,0.6889161053276179,Undetermined,test,005,Undetermined__test__mouse005,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse005/Manual_Scoring_annotator5.csv
investigation,5584,0.3108612147191449,Undetermined,test,005,Undetermined__test__mouse005,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse005/Manual_Scoring_annotator5.csv
mount,4,0.00022267995323720983,Undetermined,test,005,Undetermined__test__mouse005,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse005/Manual_Scoring_annotator5.csv
other,12460,0.6898078945911532,Undetermined,test,006,Undetermined__test__mouse006,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse006/Manual_Scoring_annotator5.csv
investigation,5603,0.31019210540884684,Undetermined,test,006,Undetermined__test__mouse006,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse006/Manual_Scoring_annotator5.csv
other,14064,0.7760304585333554,Undetermined,test,009,Undetermined__test__mouse009,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse009/Manual_Scoring_annotator5.csv
investigation,4059,0.2239695414666446,Undetermined,test,009,Undetermined__test__mouse009,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse009/Manual_Scoring_annotator5.csv
other,14658,0.8317067635043123,Undetermined,test,013,Undetermined__test__mouse013,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse013/Manual_Scoring_annotator5.csv
investigation,2966,0.1682932364956877,Undetermined,test,013,Undetermined__test__mouse013,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse013/Manual_Scoring_annotator5.csv
other,13339,0.739043714333204,Undetermined,test,015,Undetermined__test__mouse015,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse015/Manual_Scoring_annotator5.csv
investigation,4440,0.24599700814449554,Undetermined,test,015,Undetermined__test__mouse015,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse015/Manual_Scoring_annotator5.csv
attack,182,0.010083661144661754,Undetermined,test,015,Undetermined__test__mouse015,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse015/Manual_Scoring_annotator5.csv
mount,88,0.0048756163776386505,Undetermined,test,015,Undetermined__test__mouse015,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse015/Manual_Scoring_annotator5.csv
other,11321,0.6318227480745618,Undetermined,test,017,Undetermined__test__mouse017,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse017/Manual_Scoring_annotator5.csv
investigation,6585,0.36750753432302713,Undetermined,test,017,Undetermined__test__mouse017,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse017/Manual_Scoring_annotator5.csv
mount,12,0.0006697176024109834,Undetermined,test,017,Undetermined__test__mouse017,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse017/Manual_Scoring_annotator5.csv
other,12393,0.6860606731620903,Undetermined,test,018,Undetermined__test__mouse018,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse018/Manual_Scoring_annotator5.csv
investigation,5651,0.3128321523472099,Undetermined,test,018,Undetermined__test__mouse018,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse018/Manual_Scoring_annotator5.csv
mount,20,0.0011071744906997344,Undetermined,test,018,Undetermined__test__mouse018,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse018/Manual_Scoring_annotator5.csv
other,12739,0.6752358740591541,Undetermined,test,020,Undetermined__test__mouse020,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse020/Manual_Scoring_annotator5.csv
investigation,6127,0.32476412594084597,Undetermined,test,020,Undetermined__test__mouse020,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse020/Manual_Scoring_annotator5.csv
