behavior,n_bouts,mean_bout_duration_s,median_bout_duration_s,total_duration_s,bout_rate_per_min,sex_group,split,mouse,record_key,annotator,file
mount,2,1.2,1.2,2.4,0.21294215071572226,Male_likely,test,009,Male_likely__test__mouse009,annotator1,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_test_mouse009/Manual_Scoring_annotator1.csv
other,73,3.2041095890410958,1.7333333333333334,233.9,7.772388501123862,Male_likely,test,009,Male_likely__test__mouse009,annotator1,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_test_mouse009/Manual_Scoring_annotator1.csv
attack,18,2.4444444444444446,1.5499999999999998,44.0,1.8179777802715744,Male_likely,test,010,Male_likely__test__mouse010,annotator1,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_test_mouse010/Manual_Scoring_annotator1.csv
investigation,52,1.0108974358974359,0.55,52.56666666666666,5.251935809673437,Male_likely,test,010,Male_likely__test__mouse010,annotator1,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_test_mouse010/Manual_Scoring_annotator1.csv
other,54,9.212962962962964,4.05,497.5,5.453933340814723,Male_likely,test,010,Male_likely__test__mouse010,annotator1,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_test_mouse010/Manual_Scoring_annotator1.csv
attack,29,1.4781609195402299,0.9333333333333333,42.86666666666667,3.002933900937698,Male_likely,test,011,Male_likely__test__mouse011,annotator1,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_test_mouse011/Manual_Scoring_annotator1.csv
investigation,87,1.8988505747126436,0.8666666666666667,165.2,9.008801702813093,Male_likely,test,011,Male_likely__test__mouse011,annotator1,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_test_mouse011/Manual_Scoring_annotator1.csv
other,97,3.8285223367697596,2.1333333333333333,371.3666666666667,10.044296151412299,Male_likely,test,011,Male_likely__test__mouse011,annotator1,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_test_mouse011/Manual_Scoring_annotator1.csv
attack,7,3.5,2.7,24.5,0.7260992335619202,Male_likely,train,001,Male_likely__train__mouse001,annotator1,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_train_mouse001/Manual_Scoring_annotator1.csv
investigation,75,3.1466666666666665,1.6666666666666667,236.0,7.779634645306288,Male_likely,train,001,Male_likely__train__mouse001,annotator1,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_train_mouse001/Manual_Scoring_annotator1.csv
other,73,4.355251141552511,1.9333333333333333,317.93333333333334,7.572177721431454,Male_likely,train,001,Male_likely__train__mouse001,annotator1,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_train_mouse001/Manual_Scoring_annotator1.csv
attack,38,1.6008771929824561,1.1,60.833333333333336,3.927648578811369,Male_likely,train,002,Male_likely__train__mouse002,annotator1,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_train_mouse002/Manual_Scoring_annotator1.csv
investigation,76,1.745175438596491,0.8500000000000001,132.63333333333333,7.855297157622738,Male_likely,train,002,Male_likely__train__mouse002,annotator1,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_train_mouse002/Manual_Scoring_annotator1.csv
other,78,4.961965811965811,2.4000000000000004,387.0333333333333,8.062015503875969,Male_likely,train,002,Male_likely__train__mouse002,annotator1,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_train_mouse002/Manual_Scoring_annotator1.csv
attack,36,1.8120370370370371,1.2833333333333332,65.23333333333333,3.7209302325581395,Male_likely,train,012,Male_likely__train__mouse012,annotator1,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_train_mouse012/Manual_Scoring_annotator1.csv
investigation,81,1.8279835390946502,1.0333333333333334,148.06666666666666,8.372093023255813,Male_likely,train,012,Male_likely__train__mouse012,annotator1,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_train_mouse012/Manual_Scoring_annotator1.csv
other,65,5.64923076923077,1.3666666666666667,367.20000000000005,6.718346253229973,Male_likely,train,012,Male_likely__train__mouse012,annotator1,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_train_mouse012/Manual_Scoring_annotator1.csv
attack,40,1.4158333333333333,0.7333333333333334,56.63333333333333,2.665482007996446,Male_likely,test,006,Male_likely__test__mouse006,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_test_mouse006/Manual_Scoring_annotator2.csv
investigation,29,0.6448275862068965,0.5,18.7,1.9324744557974234,Male_likely,test,006,Male_likely__test__mouse006,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_test_mouse006/Manual_Scoring_annotator2.csv
other,63,13.096296296296297,2.2666666666666666,825.0666666666667,4.198134162594402,Male_likely,test,006,Male_likely__test__mouse006,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_test_mouse006/Manual_Scoring_annotator2.csv
attack,16,1.1770833333333333,0.7833333333333334,18.833333333333332,0.9823986901350796,Male_likely,test,008,Male_likely__test__mouse008,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_test_mouse008/Manual_Scoring_annotator2.csv
investigation,109,3.686238532110092,1.4333333333333333,401.8,6.692591076545231,Male_likely,test,008,Male_likely__test__mouse008,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_test_mouse008/Manual_Scoring_annotator2.csv
other,116,4.797988505747127,2.0166666666666666,556.5666666666667,7.122390503479328,Male_likely,test,008,Male_likely__test__mouse008,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_test_mouse008/Manual_Scoring_annotator2.csv
attack,31,2.052688172043011,1.3,63.63333333333333,2.042235479266552,Male_likely,test,009,Male_likely__test__mouse009,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_test_mouse009/Manual_Scoring_annotator2.csv
investigation,87,0.7555555555555555,0.36666666666666664,65.73333333333333,5.731435054715807,Male_likely,test,009,Male_likely__test__mouse009,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_test_mouse009/Manual_Scoring_annotator2.csv
mount,5,0.38,0.4666666666666667,1.9,0.3293928192365406,Male_likely,test,009,Male_likely__test__mouse009,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_test_mouse009/Manual_Scoring_annotator2.csv
other,94,8.292553191489361,4.5,779.5,6.192585001646965,Male_likely,test,009,Male_likely__test__mouse009,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_test_mouse009/Manual_Scoring_annotator2.csv
attack,73,1.5360730593607306,1.1666666666666667,112.13333333333334,6.085869112130053,Male_likely,train,004,Male_likely__train__mouse004,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse004/Manual_Scoring_annotator2.csv
investigation,93,0.9336917562724014,0.6333333333333333,86.83333333333333,7.75323051271363,Male_likely,train,004,Male_likely__train__mouse004,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse004/Manual_Scoring_annotator2.csv
mount,5,0.9933333333333334,0.9333333333333333,4.966666666666667,0.4168403501458941,Male_likely,train,004,Male_likely__train__mouse004,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse004/Manual_Scoring_annotator2.csv
other,92,5.606159420289855,1.1,515.7666666666667,7.669862442684451,Male_likely,train,004,Male_likely__train__mouse004,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse004/Manual_Scoring_annotator2.csv
attack,38,1.8017543859649123,1.5666666666666669,68.46666666666667,2.4931656642974303,Male_likely,train,007,Male_likely__train__mouse007,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse007/Manual_Scoring_annotator2.csv
investigation,92,1.6677536231884058,1.0666666666666667,153.43333333333334,6.036085292509568,Male_likely,train,007,Male_likely__train__mouse007,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse007/Manual_Scoring_annotator2.csv
mount,1,1.0,1.0,1.0,0.06560962274466922,Male_likely,train,007,Male_likely__train__mouse007,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse007/Manual_Scoring_annotator2.csv
other,89,7.770786516853933,2.7666666666666666,691.6,5.83925642427556,Male_likely,train,007,Male_likely__train__mouse007,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse007/Manual_Scoring_annotator2.csv
attack,11,1.9303030303030304,1.4,21.233333333333334,1.10398661834402,Male_likely,test,003,Male_likely__test__mouse003,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse003/Manual_Scoring_annotator3.csv
investigation,42,4.563492063492063,3.0666666666666664,191.66666666666666,4.215221633677167,Male_likely,test,003,Male_likely__test__mouse003,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse003/Manual_Scoring_annotator3.csv
other,48,8.019444444444444,5.966666666666667,384.93333333333334,4.817396152773905,Male_likely,test,003,Male_likely__test__mouse003,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse003/Manual_Scoring_annotator3.csv
attack,4,5.2,3.533333333333333,20.8,0.40144967939782544,Male_likely,test,003,Male_likely__test__mouse003,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse003/Manual_Scoring_annotator4.csv
investigation,43,5.242635658914729,3.2,225.43333333333334,4.315584053526623,Male_likely,test,003,Male_likely__test__mouse003,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse003/Manual_Scoring_annotator4.csv
other,45,7.8133333333333335,6.033333333333333,351.6,4.516308893225536,Male_likely,test,003,Male_likely__test__mouse003,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse003/Manual_Scoring_annotator4.csv
attack,40,2.853333333333333,2.1166666666666667,114.13333333333333,3.564532897668202,Male_likely,test,009,Male_likely__test__mouse009,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse009/Manual_Scoring_annotator3.csv
investigation,10,2.263333333333333,2.333333333333333,22.633333333333333,0.8911332244170505,Male_likely,test,009,Male_likely__test__mouse009,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse009/Manual_Scoring_annotator3.csv
other,47,11.415602836879431,3.3666666666666667,536.5333333333333,4.188326154760137,Male_likely,test,009,Male_likely__test__mouse009,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse009/Manual_Scoring_annotator3.csv
attack,21,7.480952380952381,5.533333333333333,157.1,1.8713797712758058,Male_likely,test,009,Male_likely__test__mouse009,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse009/Manual_Scoring_annotator4.csv
investigation,3,1.511111111111111,0.9333333333333333,4.533333333333333,0.2673399673251151,Male_likely,test,009,Male_likely__test__mouse009,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse009/Manual_Scoring_annotator4.csv
other,24,21.319444444444443,8.683333333333334,511.66666666666663,2.138719738600921,Male_likely,test,009,Male_likely__test__mouse009,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse009/Manual_Scoring_annotator4.csv
attack,19,2.501754385964912,1.5333333333333334,47.53333333333333,1.8489484781315888,Male_likely,train,002,Male_likely__train__mouse002,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse002/Manual_Scoring_annotator3.csv
investigation,13,3.8846153846153846,3.2333333333333334,50.5,1.2650700113531923,Male_likely,train,002,Male_likely__train__mouse002,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse002/Manual_Scoring_annotator3.csv
mount,2,0.8333333333333333,0.8333333333333333,1.6666666666666665,0.19462615559279883,Male_likely,train,002,Male_likely__train__mouse002,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse002/Manual_Scoring_annotator3.csv
other,25,20.674666666666667,1.9,516.8666666666667,2.4328269449099853,Male_likely,train,002,Male_likely__train__mouse002,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse002/Manual_Scoring_annotator3.csv
attack,8,8.270833333333334,8.35,66.16666666666667,0.7785046223711953,Male_likely,train,002,Male_likely__train__mouse002,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse002/Manual_Scoring_annotator4.csv
investigation,7,6.685714285714286,5.666666666666667,46.800000000000004,0.6811915445747959,Male_likely,train,002,Male_likely__train__mouse002,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse002/Manual_Scoring_annotator4.csv
other,15,33.57333333333334,2.7666666666666666,503.6,1.4596961669459911,Male_likely,train,002,Male_likely__train__mouse002,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse002/Manual_Scoring_annotator4.csv
attack,30,2.21,1.65,66.3,2.78508432616432,Male_likely,train,004,Male_likely__train__mouse004,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse004/Manual_Scoring_annotator3.csv
investigation,16,1.8895833333333334,1.65,30.233333333333334,1.4853783072876374,Male_likely,train,004,Male_likely__train__mouse004,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse004/Manual_Scoring_annotator3.csv
other,36,15.271296296296295,3.783333333333333,549.7666666666667,3.342101191397184,Male_likely,train,004,Male_likely__train__mouse004,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse004/Manual_Scoring_annotator3.csv
attack,23,3.9333333333333336,3.6,90.46666666666667,2.135231316725979,Male_likely,train,004,Male_likely__train__mouse004,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse004/Manual_Scoring_annotator4.csv
investigation,8,2.4916666666666667,2.4166666666666665,19.933333333333334,0.7426891536438187,Male_likely,train,004,Male_likely__train__mouse004,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse004/Manual_Scoring_annotator4.csv
other,29,18.479310344827585,4.266666666666667,535.9,2.692248181958843,Male_likely,train,004,Male_likely__train__mouse004,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse004/Manual_Scoring_annotator4.csv
attack,91,1.9326007326007326,1.5,175.86666666666667,8.208469055374593,Male_likely,train,006,Male_likely__train__mouse006,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse006/Manual_Scoring_annotator3.csv
investigation,19,1.8666666666666667,1.8,35.46666666666667,1.7138561763968931,Male_likely,train,006,Male_likely__train__mouse006,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse006/Manual_Scoring_annotator3.csv
other,96,4.727430555555555,1.8166666666666667,453.8333333333333,8.659483838636934,Male_likely,train,006,Male_likely__train__mouse006,annotator3,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse006/Manual_Scoring_annotator3.csv
attack,26,10.493589743589743,6.0,272.8333333333333,2.3452768729641695,Male_likely,train,006,Male_likely__train__mouse006,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse006/Manual_Scoring_annotator4.csv
investigation,8,1.2958333333333334,1.1,10.366666666666667,0.7216236532197444,Male_likely,train,006,Male_likely__train__mouse006,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse006/Manual_Scoring_annotator4.csv
other,35,10.913333333333332,5.1,381.96666666666664,3.157103482836382,Male_likely,train,006,Male_likely__train__mouse006,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse006/Manual_Scoring_annotator4.csv
attack,4,5.2,3.533333333333333,20.8,0.40144967939782544,Male_likely,test,003,Male_likely__test__mouse003,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_test_mouse003/Manual_Scoring_annotator4.csv
investigation,43,5.242635658914729,3.2,225.43333333333334,4.315584053526623,Male_likely,test,003,Male_likely__test__mouse003,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_test_mouse003/Manual_Scoring_annotator4.csv
other,45,7.8133333333333335,6.033333333333333,351.6,4.516308893225536,Male_likely,test,003,Male_likely__test__mouse003,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_test_mouse003/Manual_Scoring_annotator4.csv
attack,21,7.480952380952381,5.533333333333333,157.1,1.8713797712758058,Male_likely,test,009,Male_likely__test__mouse009,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_test_mouse009/Manual_Scoring_annotator4.csv
investigation,3,1.511111111111111,0.9333333333333333,4.533333333333333,0.2673399673251151,Male_likely,test,009,Male_likely__test__mouse009,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_test_mouse009/Manual_Scoring_annotator4.csv
other,24,21.319444444444443,8.683333333333334,511.66666666666663,2.138719738600921,Male_likely,test,009,Male_likely__test__mouse009,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_test_mouse009/Manual_Scoring_annotator4.csv
attack,8,8.270833333333334,8.35,66.16666666666667,0.7785046223711953,Male_likely,train,002,Male_likely__train__mouse002,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse002/Manual_Scoring_annotator4.csv
investigation,7,6.685714285714286,5.666666666666667,46.800000000000004,0.6811915445747959,Male_likely,train,002,Male_likely__train__mouse002,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse002/Manual_Scoring_annotator4.csv
other,15,33.57333333333334,2.7666666666666666,503.6,1.4596961669459911,Male_likely,train,002,Male_likely__train__mouse002,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse002/Manual_Scoring_annotator4.csv
attack,23,3.9333333333333336,3.6,90.46666666666667,2.135231316725979,Male_likely,train,004,Male_likely__train__mouse004,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse004/Manual_Scoring_annotator4.csv
investigation,8,2.4916666666666667,2.4166666666666665,19.933333333333334,0.7426891536438187,Male_likely,train,004,Male_likely__train__mouse004,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse004/Manual_Scoring_annotator4.csv
other,29,18.479310344827585,4.266666666666667,535.9,2.692248181958843,Male_likely,train,004,Male_likely__train__mouse004,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse004/Manual_Scoring_annotator4.csv
attack,26,10.493589743589743,6.0,272.8333333333333,2.3452768729641695,Male_likely,train,006,Male_likely__train__mouse006,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse006/Manual_Scoring_annotator4.csv
investigation,8,1.2958333333333334,1.1,10.366666666666667,0.7216236532197444,Male_likely,train,006,Male_likely__train__mouse006,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse006/Manual_Scoring_annotator4.csv
other,35,10.913333333333332,5.1,381.96666666666664,3.157103482836382,Male_likely,train,006,Male_likely__train__mouse006,annotator4,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse006/Manual_Scoring_annotator4.csv
attack,20,1.1099999999999999,0.8666666666666667,22.2,1.86799501867995,Male_likely,test,003,Male_likely__test__mouse003,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse003/Manual_Scoring_annotator5.csv
investigation,81,1.1930041152263375,0.6333333333333333,96.63333333333334,7.565379825653798,Male_likely,test,003,Male_likely__test__mouse003,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse003/Manual_Scoring_annotator5.csv
other,82,6.384959349593497,1.9833333333333334,523.5666666666667,7.658779576587795,Male_likely,test,003,Male_likely__test__mouse003,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse003/Manual_Scoring_annotator5.csv
attack,16,0.6083333333333334,0.48333333333333334,9.733333333333334,1.5640273704789835,Male_likely,test,010,Male_likely__test__mouse010,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse010/Manual_Scoring_annotator5.csv
investigation,79,2.1118143459915615,1.0666666666666667,166.83333333333334,7.722385141739982,Male_likely,test,010,Male_likely__test__mouse010,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse010/Manual_Scoring_annotator5.csv
other,78,5.605555555555556,3.3833333333333333,437.23333333333335,7.624633431085045,Male_likely,test,010,Male_likely__test__mouse010,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse010/Manual_Scoring_annotator5.csv
attack,31,0.7258064516129032,0.5,22.5,2.9710878015015174,Male_likely,test,011,Male_likely__test__mouse011,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse011/Manual_Scoring_annotator5.csv
investigation,35,0.9495238095238095,0.5333333333333333,33.233333333333334,3.354453969437197,Male_likely,test,011,Male_likely__test__mouse011,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse011/Manual_Scoring_annotator5.csv
other,48,11.88125,2.216666666666667,570.3,4.600394015228156,Male_likely,test,011,Male_likely__test__mouse011,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse011/Manual_Scoring_annotator5.csv
attack,29,0.6114942528735633,0.4666666666666667,17.733333333333334,2.877618522601985,Male_likely,test,012,Male_likely__test__mouse012,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse012/Manual_Scoring_annotator5.csv
investigation,97,1.1670103092783506,0.6333333333333333,113.2,9.625137816979052,Male_likely,test,012,Male_likely__test__mouse012,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse012/Manual_Scoring_annotator5.csv
other,98,4.834013605442177,2.283333333333333,473.73333333333335,9.724366041896362,Male_likely,test,012,Male_likely__test__mouse012,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse012/Manual_Scoring_annotator5.csv
attack,44,0.9924242424242423,0.7,43.666666666666664,4.3892706716914205,Male_likely,test,014,Male_likely__test__mouse014,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse014/Manual_Scoring_annotator5.csv
investigation,51,0.9196078431372549,0.4,46.9,5.087563733096874,Male_likely,test,014,Male_likely__test__mouse014,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse014/Manual_Scoring_annotator5.csv
other,78,6.55,1.1,510.9,7.780979827089337,Male_likely,test,014,Male_likely__test__mouse014,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse014/Manual_Scoring_annotator5.csv
attack,75,0.9422222222222223,0.7666666666666667,70.66666666666667,7.312713287470884,Male_likely,test,016,Male_likely__test__mouse016,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse016/Manual_Scoring_annotator5.csv
investigation,29,0.8689655172413793,0.6,25.2,2.8275824711554085,Male_likely,test,016,Male_likely__test__mouse016,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse016/Manual_Scoring_annotator5.csv
other,73,7.116438356164384,0.7333333333333333,519.5,7.1177075998049935,Male_likely,test,016,Male_likely__test__mouse016,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse016/Manual_Scoring_annotator5.csv
attack,74,1.5945945945945945,0.8,118.0,7.524148449415352,Male_likely,test,019,Male_likely__test__mouse019,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse019/Manual_Scoring_annotator5.csv
investigation,70,1.5042857142857142,0.9,105.3,7.117437722419928,Male_likely,test,019,Male_likely__test__mouse019,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse019/Manual_Scoring_annotator5.csv
other,96,3.8208333333333333,1.0666666666666667,366.8,9.761057447890188,Male_likely,test,019,Male_likely__test__mouse019,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse019/Manual_Scoring_annotator5.csv
attack,66,0.6691919191919191,0.5166666666666666,44.166666666666664,6.618384401114206,Male_likely,test,022,Male_likely__test__mouse022,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse022/Manual_Scoring_annotator5.csv
investigation,47,0.827659574468085,0.5333333333333333,38.9,4.713091922005571,Male_likely,test,022,Male_likely__test__mouse022,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse022/Manual_Scoring_annotator5.csv
other,80,6.440833333333333,1.1333333333333333,515.2666666666667,8.022284122562674,Male_likely,test,022,Male_likely__test__mouse022,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse022/Manual_Scoring_annotator5.csv
attack,5,2.52,2.3,12.6,0.5027090431771212,Male_likely,test,023,Male_likely__test__mouse023,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse023/Manual_Scoring_annotator5.csv
investigation,63,3.0825396825396822,1.1,194.2,6.334133944031726,Male_likely,test,023,Male_likely__test__mouse023,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse023/Manual_Scoring_annotator5.csv
other,59,6.6096045197740105,4.6,389.96666666666664,5.9319667094900295,Male_likely,test,023,Male_likely__test__mouse023,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse023/Manual_Scoring_annotator5.csv
attack,7,2.219047619047619,1.3333333333333333,15.533333333333333,0.6790256520801897,Male_likely,test,026,Male_likely__test__mouse026,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse026/Manual_Scoring_annotator5.csv
investigation,69,1.817391304347826,0.7666666666666667,125.39999999999999,6.693252856219012,Male_likely,test,026,Male_likely__test__mouse026,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse026/Manual_Scoring_annotator5.csv
other,65,7.3476923076923075,5.733333333333333,477.59999999999997,6.305238197887475,Male_likely,test,026,Male_likely__test__mouse026,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse026/Manual_Scoring_annotator5.csv
attack,55,0.8696969696969697,0.6,47.833333333333336,5.4799070076386585,Male_likely,train,001,Male_likely__train__mouse001,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse001/Manual_Scoring_annotator5.csv
