behavior,n_true_bouts,n_pred_bouts,tp,fp,fn,bout_precision,bout_recall,bout_f1,mean_matched_iou,record_key,mouse_record,sex_group,version,annotator_a,annotator_b
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator3,annotator8
0,15,2,0,2,15,0.0,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator5
1,15,1,0,1,15,0.0,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator5
annotator_multi4,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator5
0,15,10,10,0,5,1.0,0.6666666666666666,0.8,0.887237174181864,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator6
1,15,10,10,0,5,1.0,0.6666666666666666,0.8,0.9027417370019608,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator6
annotator_multi4,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator6
0,15,9,8,1,7,0.8888888888888888,0.5333333333333333,0.6666666666666667,0.8947708589705285,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator7
1,15,9,9,0,6,1.0,0.6,0.7499999999999999,0.9301901268344095,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator7
annotator_multi4,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator7
0,15,10,10,0,5,1.0,0.6666666666666666,0.8,0.8659611824786241,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator8
1,15,10,8,2,7,0.8,0.5333333333333333,0.64,0.923184217087739,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator8
annotator_multi4,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator4,annotator8
0,2,10,0,10,2,0.0,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator5,annotator6
1,1,10,0,10,1,0.0,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator5,annotator6
annotator_multi5,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator5,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator5,annotator6
0,2,9,0,9,2,0.0,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator5,annotator7
1,1,9,0,9,1,0.0,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator5,annotator7
annotator_multi5,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator5,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator5,annotator7
0,2,10,0,10,2,0.0,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator5,annotator8
1,1,10,0,10,1,0.0,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator5,annotator8
annotator_multi5,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator5,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator5,annotator8
0,10,9,9,0,1,1.0,0.9,0.9473684210526316,0.9278523447269093,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator6,annotator7
1,10,9,9,0,1,1.0,0.9,0.9473684210526316,0.9535307206247327,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator6,annotator7
annotator_multi6,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator6,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator6,annotator7
0,10,10,10,0,0,1.0,1.0,1.0,0.9577906539448385,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator6,annotator8
1,10,10,9,1,1,0.9,0.9,0.9,0.9109094930760239,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator6,annotator8
annotator_multi6,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator6,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator6,annotator8
0,9,10,9,1,0,0.9,1.0,0.9473684210526316,0.9276493233974773,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator7,annotator8
1,9,10,9,1,0,0.9,1.0,0.9473684210526316,0.9021670743456804,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator7,annotator8
annotator_multi7,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator7,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator7,annotator8
0,2,5,1,4,1,0.2,0.5,0.28571428571428575,0.5874962904342665,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator2
1,1,5,0,5,1,0.0,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator2
annotator_multi1,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator2
annotator_multi2,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator2
0,2,5,1,4,1,0.2,0.5,0.28571428571428575,0.5869737102194109,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator3
1,1,5,0,5,1,0.0,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator3
annotator_multi1,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator3
annotator_multi3,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator3
0,2,6,1,5,1,0.16666666666666666,0.5,0.25,0.5873800810997923,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator4
1,1,6,0,6,1,0.0,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator4
annotator_multi1,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator4
annotator_multi4,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator4
0,2,2,0,2,2,0.0,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator5
1,1,1,0,1,1,0.0,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator5
annotator_multi1,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator5
0,2,7,1,6,1,0.14285714285714285,0.5,0.22222222222222224,0.8503722794959908,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator6
1,1,7,0,7,1,0.0,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator6
annotator_multi1,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator6
0,2,4,0,4,2,0.0,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator7
1,1,4,0,4,1,0.0,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator7
annotator_multi1,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator7
0,2,5,1,4,1,0.2,0.5,0.28571428571428575,0.5865679012345679,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator8
1,1,5,0,5,1,0.0,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator8
annotator_multi1,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator8
0,5,5,5,0,0,1.0,1.0,1.0,0.9830528327395438,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator3
1,5,5,5,0,0,1.0,1.0,1.0,0.8842589765319818,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator3
annotator_multi2,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator3
annotator_multi3,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator3
0,5,6,5,1,0,0.8333333333333334,1.0,0.9090909090909091,0.9139055054060645,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator4
1,5,6,5,1,0,0.8333333333333334,1.0,0.9090909090909091,0.9267894924005265,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator4
annotator_multi2,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator4
annotator_multi4,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator4
0,5,2,1,1,4,0.5,0.2,0.28571428571428575,0.6932994993484671,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator5
1,5,1,0,1,5,0.0,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator5
annotator_multi2,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator5
0,5,7,5,2,0,0.7142857142857143,1.0,0.8333333333333333,0.8413052486579156,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator6
1,5,7,5,2,0,0.7142857142857143,1.0,0.8333333333333333,0.9014231261801516,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator6
annotator_multi2,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator6
0,5,4,4,0,1,1.0,0.8,0.888888888888889,0.9460253359636137,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator7
1,5,4,4,0,1,1.0,0.8,0.888888888888889,0.915061620353991,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator7
annotator_multi2,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator7
0,5,5,5,0,0,1.0,1.0,1.0,0.9827172162670182,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator8
1,5,5,5,0,0,1.0,1.0,1.0,0.8646496400823812,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator8
annotator_multi2,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator8
0,5,6,5,1,0,0.8333333333333334,1.0,0.9090909090909091,0.8994229254014009,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator4
1,5,6,5,1,0,0.8333333333333334,1.0,0.9090909090909091,0.8490500544326984,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator4
annotator_multi3,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator4
annotator_multi4,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator4
0,5,2,1,1,4,0.5,0.2,0.28571428571428575,0.6939167409642686,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator5
1,5,1,0,1,5,0.0,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator5
annotator_multi3,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator5
0,5,7,5,2,0,0.7142857142857143,1.0,0.8333333333333333,0.8309678014189392,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator6
1,5,7,5,2,0,0.7142857142857143,1.0,0.8333333333333333,0.9012323419952064,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator6
annotator_multi3,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator6
0,5,4,4,0,1,1.0,0.8,0.888888888888889,0.9510778852943562,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator7
1,5,4,4,0,1,1.0,0.8,0.888888888888889,0.9760649253903212,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator7
annotator_multi3,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator7
0,5,5,5,0,0,1.0,1.0,1.0,0.9785054584892681,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator8
1,5,5,5,0,0,1.0,1.0,1.0,0.8873968690396374,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator8
annotator_multi3,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator8
0,6,2,1,1,5,0.5,0.16666666666666666,0.25,0.6934366641519786,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator5
1,6,1,0,1,6,0.0,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator5
annotator_multi4,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator5
0,6,7,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.7703258087673381,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator6
1,6,7,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.9124234165564917,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator6
annotator_multi4,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator6
0,6,4,4,0,2,1.0,0.6666666666666666,0.8,0.8397023084298428,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator7
1,6,4,4,0,2,1.0,0.6666666666666666,0.8,0.8466562590037736,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator7
annotator_multi4,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator7
0,6,5,5,0,1,1.0,0.8333333333333334,0.9090909090909091,0.9095533512570096,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator8
1,6,5,5,0,1,1.0,0.8333333333333334,0.9090909090909091,0.81741656704657,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator8
annotator_multi4,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator8
0,2,7,0,7,2,0.0,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator5,annotator6
1,1,7,0,7,1,0.0,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator5,annotator6
annotator_multi5,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator5,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator5,annotator6
0,2,4,1,3,1,0.25,0.5,0.3333333333333333,0.8304643028598861,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator5,annotator7
1,1,4,0,4,1,0.0,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator5,annotator7
annotator_multi5,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator5,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator5,annotator7
0,2,5,1,4,1,0.2,0.5,0.28571428571428575,0.6943968177765585,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator5,annotator8
1,1,5,0,5,1,0.0,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator5,annotator8
annotator_multi5,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator5,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator5,annotator8
0,7,4,4,0,3,1.0,0.5714285714285714,0.7272727272727273,0.8745548661664909,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator6,annotator7
1,7,4,4,0,3,1.0,0.5714285714285714,0.7272727272727273,0.9018687554595739,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator6,annotator7
annotator_multi6,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator6,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator6,annotator7
0,7,5,5,0,2,1.0,0.7142857142857143,0.8333333333333333,0.8400353868919952,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator6,annotator8
1,7,5,5,0,2,1.0,0.7142857142857143,0.8333333333333333,0.8893752832864916,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator6,annotator8
annotator_multi6,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator6,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator6,annotator8
0,4,5,4,1,0,0.8,1.0,0.888888888888889,0.9412317647497006,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator7,annotator8
1,4,5,4,1,0,0.8,1.0,0.888888888888889,0.9589553057809542,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator7,annotator8
annotator_multi7,1,0,0,0,1,,0.0,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator7,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator7,annotator8
0,43,39,36,3,7,0.9230769230769231,0.8372093023255814,0.878048780487805,0.947617116812986,Female_likely/Mouse063_20160526_19-14-46,Mouse063_20160526_19-14-46,Female_likely,v1,annotator1,annotator2
1,42,38,35,3,7,0.9210526315789473,0.8333333333333334,0.875,0.8515628120204687,Female_likely/Mouse063_20160526_19-14-46,Mouse063_20160526_19-14-46,Female_likely,v1,annotator1,annotator2
annotator_multi1,1,0,0,0,1,,0.0,,,Female_likely/Mouse063_20160526_19-14-46,Mouse063_20160526_19-14-46,Female_likely,v1,annotator1,annotator2
annotator_multi2,0,1,0,1,0,0.0,,,,Female_likely/Mouse063_20160526_19-14-46,Mouse063_20160526_19-14-46,Female_likely,v1,annotator1,annotator2
0,43,42,39,3,4,0.9285714285714286,0.9069767441860465,0.9176470588235294,0.932840998890436,Female_likely/Mouse063_20160526_19-14-46,Mouse063_20160526_19-14-46,Female_likely,v1,annotator1,annotator3
1,42,41,34,7,8,0.8292682926829268,0.8095238095238095,0.8192771084337348,0.8216569249564971,Female_likely/Mouse063_20160526_19-14-46,Mouse063_20160526_19-14-46,Female_likely,v1,annotator1,annotator3
annotator_multi1,1,0,0,0,1,,0.0,,,Female_likely/Mouse063_20160526_19-14-46,Mouse063_20160526_19-14-46,Female_likely,v1,annotator1,annotator3
